# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo_uso	activo	reglas_impacto	generacion_leida	corrida0_generacion	corrida0_resultado_id	fuente_replay	uso_solicitado	origen_numerico	aptitud_uso	motivo_aptitud	camino_linaje	valor_materializado
RES-0049	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_no_corto	conducta_p_asignado	SI	dinero.ahorro.horizonte_no_corto_con_seguridad_social	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_no_corto -> RES-0049 -> CORR-0015/RES-0049 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0050	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_minimo	conducta_p_medido	SI	civico.participacion.concurrencia_presidencial_conversion	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_minimo -> RES-0050 -> CORR-0016/RES-0050 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0051	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_maximo	conducta_p_medido	SI	civico.participacion.concurrencia_presidencial_conversion	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_maximo -> RES-0051 -> CORR-0016/RES-0051 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0052	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_media	conducta_p_medido	SI	civico.participacion.concurrencia_presidencial_conversion	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_media -> RES-0052 -> CORR-0016/RES-0052 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0053	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_informal	conducta_p_asignado	SI	dinero.ahorro.via_informal	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_informal -> RES-0053 -> CORR-0015/RES-0053 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0054	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_ambas_vias	conducta_p_asignado	SI	dinero.ahorro.via_informal	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_ambas_vias -> RES-0054 -> CORR-0015/RES-0054 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0055	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_formal	conducta_p_asignado	SI	dinero.ahorro.via_informal	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_formal -> RES-0055 -> CORR-0015/RES-0055 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0056	milpa/tramite.yaml:dinero.ahorro.via_informal:no_ahorra	conducta_p_asignado	SI	dinero.ahorro.via_informal	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.via_informal:no_ahorra -> RES-0056 -> CORR-0015/RES-0056 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0057	milpa/tramite.yaml:dinero.ahorro.via_informal:formal_cualquiera	conducta_p_medido	SI	dinero.ahorro.via_informal	GEN2	GEN2	RESULT-ENIF-AHO-B-P-FORMAL-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L101 · forense/replay-evidencia.tsv#CALC-ENIF-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.via_informal:formal_cualquiera -> RESULT-ENIF-AHO-B-P-FORMAL-P -> CALC-ENIF-0001/RESULT-ENIF-AHO-B-P-FORMAL-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.284927
RES-0058	milpa/tramite.yaml:dinero.ahorro.via_informal:informal_cualquiera	conducta_p_medido	SI	dinero.ahorro.via_informal	GEN2	GEN2	RESULT-ENIF-AHO-B-P-INFORMAL-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L101 · forense/replay-evidencia.tsv#CALC-ENIF-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.via_informal:informal_cualquiera -> RESULT-ENIF-AHO-B-P-INFORMAL-P -> CALC-ENIF-0001/RESULT-ENIF-AHO-B-P-INFORMAL-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.56192
RES-0059	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_conoce_proteccion_enif2024	conducta_p_medido	SI	dinero.ahorro.seguro_deposito_enif2024	GEN2	GEN2	RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L101 · forense/replay-evidencia.tsv#CALC-ENIF-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_conoce_proteccion_enif2024 -> RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P -> CALC-ENIF-0001/RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.06078
RES-0060	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_no_conoce_enif2024	conducta_p_medido	SI	dinero.ahorro.seguro_deposito_enif2024	GEN2	GEN2	RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L101 · forense/replay-evidencia.tsv#CALC-ENIF-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_no_conoce_enif2024 -> RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P -> CALC-ENIF-0001/RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.054767
RES-0061	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_urbano_con_agravio_encuci2020	conducta_p_medido	SI	civico.protesta.agravio_urbano_encuci2020	GEN2	GEN2	RESULT-ENCUCI-B-P-URB-AGR	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L100 · forense/replay-evidencia.tsv#CALC-ENCUCI-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_urbano_con_agravio_encuci2020 -> RESULT-ENCUCI-B-P-URB-AGR -> CALC-ENCUCI-0001/RESULT-ENCUCI-B-P-URB-AGR -> encuci2020_bd_dbf:DATO -> manifiesto:encuci2020_bd_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.112192
RES-0062	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_rural_con_agravio_encuci2020	conducta_p_medido	SI	civico.protesta.agravio_urbano_encuci2020	GEN2	GEN2	RESULT-ENCUCI-B-P-RUR-AGR	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L100 · forense/replay-evidencia.tsv#CALC-ENCUCI-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_rural_con_agravio_encuci2020 -> RESULT-ENCUCI-B-P-RUR-AGR -> CALC-ENCUCI-0001/RESULT-ENCUCI-B-P-RUR-AGR -> encuci2020_bd_dbf:DATO -> manifiesto:encuci2020_bd_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.091912
RES-0063	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_logistica	conducta_p_medido	SI	salud.vacunacion.disponible_ensanut2024	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_logistica -> RES-0063 -> CORR-0017/RES-0063 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0064	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_no_logistica	conducta_p_medido	SI	salud.vacunacion.disponible_ensanut2024	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_no_logistica -> RES-0064 -> CORR-0017/RES-0064 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0065	milpa/tramite.yaml:dinero.ahorro.horizonte_no_trabajadores:horizonte_corto	conducta_p_medido	SI	dinero.ahorro.horizonte_no_trabajadores	GEN2	GEN2	RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P	VERIFY-ESTRUCTURADO · ACTO GEN2-ENIF-POBLACION-Y-ADOPCION · forense/replay-evidencia.tsv#CALC-ENIF-0002	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.horizonte_no_trabajadores:horizonte_corto -> RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P -> CALC-ENIF-0002/RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | IN-CALC-ENIF-0001-RESULTADOS:DATO -> data/corrida0/CALC-ENIF-0001/resultados.json -> CALC-ENIF-0001 -> CALC-ENIF-0001/RESULT-ENIF-AHO-A-C-FALTANTE-P410-CON-N -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.632782
RES-0066	milpa/tramite.yaml:dinero.ahorro.horizonte_no_trabajadores:horizonte_no_corto	conducta_p_asignado	SI	dinero.ahorro.horizonte_no_trabajadores	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.horizonte_no_trabajadores:horizonte_no_corto -> RES-0066 -> CORR-0015/RES-0066 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0067	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.confianza_institucional	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.confianza_institucional -> RES-0067 -> CORR-0018/RES-0067 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0068	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.radio_confianza	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.radio_confianza -> RES-0068 -> CORR-0018/RES-0068 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0069	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.familismo_apoyo	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.familismo_apoyo -> RES-0069 -> CORR-0018/RES-0069 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0070	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.exposicion_violencia	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.exposicion_violencia -> RES-0070 -> CORR-0018/RES-0070 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0071	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.confianza_institucional	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.confianza_institucional -> RES-0071 -> CORR-0018/RES-0071 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0072	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.horizonte_temporal	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.horizonte_temporal -> RES-0072 -> CORR-0018/RES-0072 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0073	milpa/procedencia.yaml:coeficientes_generador_sellados:G5.familismo_apoyo	coeficiente_ejecutable	SI	coeficientes_generador_sellados	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:coeficientes_generador_sellados:G5.familismo_apoyo -> RES-0073 -> CORR-0018/RES-0073 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0074	milpa/procedencia.yaml:asignados_coeficiente:G2.aversion_riesgo	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G2.aversion_riesgo -> RES-0074 -> CORR-0019/RES-0074 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0075	milpa/procedencia.yaml:asignados_coeficiente:G2.sens_estatus	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G2.sens_estatus -> RES-0075 -> CORR-0019/RES-0075 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0076	milpa/procedencia.yaml:asignados_coeficiente:G3.aversion_riesgo	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G3.aversion_riesgo -> RES-0076 -> CORR-0019/RES-0076 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0077	milpa/procedencia.yaml:asignados_coeficiente:G4.horizonte_temporal	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G4.horizonte_temporal -> RES-0077 -> CORR-0019/RES-0077 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0078	milpa/procedencia.yaml:asignados_coeficiente:G4.sens_estatus	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G4.sens_estatus -> RES-0078 -> CORR-0019/RES-0078 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0079	milpa/procedencia.yaml:asignados_coeficiente:G5.familismo_obligacion	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G5.familismo_obligacion -> RES-0079 -> CORR-0019/RES-0079 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0080	milpa/procedencia.yaml:asignados_coeficiente:G5.radio_confianza	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G5.radio_confianza -> RES-0080 -> CORR-0019/RES-0080 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0081	milpa/procedencia.yaml:asignados_coeficiente:G6.deferencia	coeficiente_asignado	SI	asignados_coeficiente	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_coeficiente:G6.deferencia -> RES-0081 -> CORR-0019/RES-0081 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0082	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.informal_sin_puente	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.informal_sin_puente -> RES-0082 -> CORR-0019/RES-0082 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0083	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.con_puente_y_respaldo	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.con_puente_y_respaldo -> RES-0083 -> CORR-0019/RES-0083 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0084	milpa/procedencia.yaml:asignados_probabilidad:dinero.planeacion.formal_estable	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:dinero.planeacion.formal_estable -> RES-0084 -> CORR-0019/RES-0084 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0085	milpa/procedencia.yaml:asignados_probabilidad:dinero.credito.scoring_alternativo	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:dinero.credito.scoring_alternativo -> RES-0085 -> CORR-0019/RES-0085 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0086	milpa/procedencia.yaml:asignados_probabilidad:dinero.consumo.estatus_mediado_por_credito	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:dinero.consumo.estatus_mediado_por_credito -> RES-0086 -> CORR-0019/RES-0086 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0087	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.leve_sin_imss	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.leve_sin_imss -> RES-0087 -> CORR-0019/RES-0087 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0088	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.grave	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:salud.atencion.grave -> RES-0088 -> CORR-0019/RES-0088 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0089	milpa/procedencia.yaml:asignados_probabilidad:salud.prevencion.hombre_sin_permiso	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:salud.prevencion.hombre_sin_permiso -> RES-0089 -> CORR-0019/RES-0089 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0090	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.discrecional	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.discrecional -> RES-0090 -> CORR-0019/RES-0090 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0091	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.con_registro	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.con_registro -> RES-0091 -> CORR-0019/RES-0091 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0092	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.coercitivo	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.coercitivo -> RES-0092 -> CORR-0019/RES-0092 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0093	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.util_sin_coercion	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.util_sin_coercion -> RES-0093 -> CORR-0019/RES-0093 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0094	milpa/procedencia.yaml:asignados_probabilidad:civico.denuncia.con_seguro	asignado_probabilidad	SI	asignados_probabilidad	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:asignados_probabilidad:civico.denuncia.con_seguro -> RES-0094 -> CORR-0019/RES-0094 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0095	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:R	celda_R	SI	CIV-M-01	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:R -> RES-0095 -> CORR-0020/RES-0095 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0096	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:M	celda_M	SI	CIV-M-01	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:M -> RES-0096 -> CORR-0021/RES-0096 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
