# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo_uso	activo	reglas_impacto	generacion_leida	corrida0_generacion	corrida0_resultado_id	fuente_replay	uso_solicitado	origen_numerico	aptitud_uso	motivo_aptitud	camino_linaje	valor_materializado
RES-0164	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:AGREGADO	celda_AGREGADO	SI	TRA-M-07	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:TRA-M-07:AGREGADO -> RES-0164 -> CORR-0075/RES-0164 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0165	milpa/src/celdas.py:CORTES_C1:formalidad	corte_pi	SI	CORTES_C1	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/src/celdas.py:CORTES_C1:formalidad -> RES-0165 -> CORR-0076/RES-0165 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0166	milpa/src/celdas.py:CORTES_C1:edad	corte_pi	SI	CORTES_C1	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/src/celdas.py:CORTES_C1:edad -> RES-0166 -> CORR-0076/RES-0166 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0167	milpa/src/celdas.py:CORTES_C1:urbanizacion	corte_pi	SI	CORTES_C1	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/src/celdas.py:CORTES_C1:urbanizacion -> RES-0167 -> CORR-0076/RES-0167 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0168	milpa/src/celdas.py:CORTES_C1:ingreso	corte_pi	SI	CORTES_C1	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/src/celdas.py:CORTES_C1:ingreso -> RES-0168 -> CORR-0076/RES-0168 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0169	milpa/src/celdas.py:CORTES_C1:acceso_digital	corte_pi	SI	CORTES_C1	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/src/celdas.py:CORTES_C1:acceso_digital -> RES-0169 -> CORR-0076/RES-0169 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0170	milpa/src/celdas.py:CORTES_C1:migracion	corte_pi	SI	CORTES_C1	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/src/celdas.py:CORTES_C1:migracion -> RES-0170 -> CORR-0076/RES-0170 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0171	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml:G5.familismo_obligacion.actitud	celda_D	SI	G5.familismo_obligacion.actitud	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	data/curacion-registro/celdas-d/G5.familismo_obligacion.actitud.yaml:G5.familismo_obligacion.actitud -> RES-0171 -> CORR-0077/RES-0171 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0172	data/curacion-registro/celdas-d/G5.obligacion_medida.conducta.yaml:G5.obligacion_medida.conducta	celda_D	SI	G5.obligacion_medida.conducta	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	data/curacion-registro/celdas-d/G5.obligacion_medida.conducta.yaml:G5.obligacion_medida.conducta -> RES-0172 -> CORR-0078/RES-0172 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0173	data/curacion-registro/celdas-d/G5.radio_confianza.encuci_vs_enbiare.yaml:G5.radio_confianza.encuci_vs_enbiare	celda_D	SI	G5.radio_confianza.encuci_vs_enbiare	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	data/curacion-registro/celdas-d/G5.radio_confianza.encuci_vs_enbiare.yaml:G5.radio_confianza.encuci_vs_enbiare -> RES-0173 -> CORR-0079/RES-0173 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0174	milpa/catalogo-momentos-v0_1.tsv:M01	momento	SI	M01	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M01 -> RES-0174 -> CORR-0080/RES-0174 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0175	milpa/catalogo-momentos-v0_1.tsv:M02	momento	SI	M02	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M02 -> RES-0175 -> CORR-0080/RES-0175 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0176	milpa/catalogo-momentos-v0_1.tsv:M03	momento	SI	M03	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M03 -> RES-0176 -> CORR-0080/RES-0176 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0177	milpa/catalogo-momentos-v0_1.tsv:M04	momento	SI	M04	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M04 -> RES-0177 -> CORR-0080/RES-0177 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0178	milpa/catalogo-momentos-v0_1.tsv:M05	momento	SI	M05	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M05 -> RES-0178 -> CORR-0080/RES-0178 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0179	milpa/catalogo-momentos-v0_1.tsv:M06	momento	SI	M06	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M06 -> RES-0179 -> CORR-0080/RES-0179 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0180	milpa/catalogo-momentos-v0_1.tsv:M07	momento	SI	M07	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M07 -> RES-0180 -> CORR-0080/RES-0180 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0181	milpa/catalogo-momentos-v0_1.tsv:M08	momento	SI	M08	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M08 -> RES-0181 -> CORR-0080/RES-0181 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0182	milpa/catalogo-momentos-v0_1.tsv:M09	momento	SI	M09	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M09 -> RES-0182 -> CORR-0081/RES-0182 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0183	milpa/catalogo-momentos-v0_1.tsv:M10	momento	SI	M10	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M10 -> RES-0183 -> CORR-0081/RES-0183 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0184	milpa/catalogo-momentos-v0_1.tsv:M11	momento	SI	M11	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M11 -> RES-0184 -> CORR-0081/RES-0184 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0185	milpa/catalogo-momentos-v0_1.tsv:M12	momento	SI	M12	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M12 -> RES-0185 -> CORR-0081/RES-0185 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0186	milpa/catalogo-momentos-v0_1.tsv:M13	momento	SI	M13	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M13 -> RES-0186 -> CORR-0081/RES-0186 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0187	milpa/catalogo-momentos-v0_1.tsv:M14	momento	SI	M14	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M14 -> RES-0187 -> CORR-0081/RES-0187 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0188	milpa/catalogo-momentos-v0_1.tsv:M15	momento	SI	M15	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M15 -> RES-0188 -> CORR-0081/RES-0188 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0189	milpa/catalogo-momentos-v0_1.tsv:M16	momento	SI	M16	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M16 -> RES-0189 -> CORR-0081/RES-0189 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0190	milpa/catalogo-momentos-v0_1.tsv:M17	momento	SI	M17	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M17 -> RES-0190 -> CORR-0081/RES-0190 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0191	milpa/catalogo-momentos-v0_1.tsv:M18	momento	SI	M18	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M18 -> RES-0191 -> CORR-0081/RES-0191 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0192	milpa/catalogo-momentos-v0_1.tsv:M19	momento	SI	M19	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M19 -> RES-0192 -> CORR-0081/RES-0192 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0193	milpa/catalogo-momentos-v0_1.tsv:M20	momento	SI	M20	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M20 -> RES-0193 -> CORR-0081/RES-0193 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0194	milpa/catalogo-momentos-v0_1.tsv:M21	momento	SI	M21	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M21 -> RES-0194 -> CORR-0081/RES-0194 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0195	milpa/catalogo-momentos-v0_1.tsv:M22	momento	SI	M22	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/catalogo-momentos-v0_1.tsv:M22 -> RES-0195 -> CORR-0081/RES-0195 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0196	milpa/procedencia.yaml:condicionales_confianza_institucional/salud	condicional_theta	SI	condicionales_confianza_institucional/salud	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_confianza_institucional/salud -> RES-0196 -> CORR-0082/RES-0196 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0197	milpa/procedencia.yaml:condicionales_confianza_institucional/educación	condicional_theta	SI	condicionales_confianza_institucional/educación	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_confianza_institucional/educación -> RES-0197 -> CORR-0082/RES-0197 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0198	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera	condicional_theta	SI	condicionales_confianza_institucional/financiera	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_confianza_institucional/financiera -> RES-0198 -> CORR-0082/RES-0198 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0199	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA	condicional_theta	SI	condicionales_confianza_institucional/seguridad-FFAA	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_confianza_institucional/seguridad-FFAA -> RES-0199 -> CORR-0082/RES-0199 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0200	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía	condicional_theta	SI	condicionales_confianza_institucional/justicia-policía	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_confianza_institucional/justicia-policía -> RES-0200 -> CORR-0082/RES-0200 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0201	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos	condicional_theta	SI	condicionales_confianza_institucional/electoral-partidos	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_confianza_institucional/electoral-partidos -> RES-0201 -> CORR-0082/RES-0201 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0202	milpa/procedencia.yaml:condicionales_escalares/radio_confianza	condicional_theta	SI	condicionales_escalares/radio_confianza	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_escalares/radio_confianza -> RES-0202 -> CORR-0082/RES-0202 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0203	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo	condicional_theta	SI	condicionales_escalares/familismo_apoyo	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_escalares/familismo_apoyo -> RES-0203 -> CORR-0082/RES-0203 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0204	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	condicional_theta	SI	condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_escalares_confianza_generica/confianza_institucional_generico_servidores_publicos -> RES-0204 -> CORR-0082/RES-0204 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0205	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia	condicional_theta	SI	condicionales_escalares_exposicion_violencia/exposicion_violencia	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_escalares_exposicion_violencia/exposicion_violencia -> RES-0205 -> CORR-0082/RES-0205 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0206	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/norma_de_género	condicional_theta	SI	condicionales_escalares_medido_nacional/norma_de_género	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/norma_de_género -> RES-0206 -> CORR-0082/RES-0206 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0207	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/obligación_medida	condicional_theta	SI	condicionales_escalares_medido_nacional/obligación_medida	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/procedencia.yaml:condicionales_escalares_medido_nacional/obligación_medida -> RES-0207 -> CORR-0082/RES-0207 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
