payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	metodo	universo_declarado
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.1.1.Consumo	Se refiere a los créditos directos, incluyendo los de liquidez que no cuenten con garantía de inmuebles, denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas físicas, derivados de operaciones de tarjeta de crédito, de créditos personales, de créditos para la adquisición de bienes de consumo duradero (conocidos como ABCD), que contempla entre otros al crédito automotriz y las operaciones de arrendamiento financiero que sean celebradas con personas físicas; incluyendo aquellos créditos otorgados para tales efectos a los exempleados de las Instituciones.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.1.2.Vivienda	Se refiere a los créditos directos denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas físicas y destinados a la adquisición, construcción, remodelación o mejoramiento de la vivienda sin propósito de especulación comercial; incluyendo aquellos créditos de liquidez garantizados por la vivienda del acreditado y los otorgados para tales efectos a los exempleados de las Instituciones.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.1.3.Comercial	Se refiere a los créditos directos o contingentes, incluyendo créditos puente denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas morales o personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.1.Cartera_Banca_Múltiple_Sector_Privado	Suma de los créditos al consumo, vivienda y comercial otorgados por la banca múltiple.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.2.1.Gobierno_Federal_(GF)	Se refiere a los créditos otorgados al Gobierno Federal.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.2.2.Estados_y_Municipios_(EyM)	Se refiere a los créditos concedidos a Entidades Federativas y Municipios.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.2.3.Organismos_descentralizados_y_desconcentrados_sin_garantía_de_GF_o_EyM	Se refiere a los créditos otorgados a organismos descentralizados y desconcentrados sin garantía del Gobierno Federal o Estados y Municipios. Derivado de la Reforma Financiera de 2013, Pemex y CFE cambiaron su régimen administrativo de Organismos descentralizados a empresas productivas del estado (publicado en el DOF el 20 de diciembre de 2013). Sin embargo, para dar continuidad al rubro 1.1.2.3, los créditos dados a ambas empresas se siguieron contabilizando.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.2.Cartera_Banca_Múltiple_Sector_Público	Suma de los créditos otorgados al Gobierno Federal, Estados, Municipios y Organismos descentralizados y desconcentrados (incluye a las empresas productivas del estado) por la banca múltiple.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.1.Cartera_Banca_Múltiple	Suma de la cartera de la banca múltiple otorgada al sector privado y al sector público. Esta información se presenta consolidada con la información de sus Sofomes reguladas subsidiarias.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.1.1_Consumo	Se refiere a los créditos directos, incluyendo los de liquidez que no cuenten con garantía de inmuebles, denominados en moneda nacional o en UDIs, así como los intereses que generen, otorgados a sus socios, derivados de operaciones de tarjeta de crédito, de créditos personales, de nómina (distintos a los otorgados mediante tarjeta de crédito), de créditos para la adquisición de bienes de consumo duradero (conocidos como ABCD), que contempla entre otros al crédito automotriz y las operaciones de arrendamiento capitalizable otorgados a socios cuyo destino sea distinto al comercial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.1.2_Vivienda	Se refiere a los créditos directos denominados en moneda nacional o en unidades de inversión (UDIs), así como los intereses que generen, otorgados a socios y destinados a la adquisición, construcción, remodelación o mejoramiento de la vivienda sin propósito de especulación comercial; incluyendo aquellos créditos de liquidez garantizados por la vivienda del socio.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.1.3_Comercial	Se refiere a los créditos directos o contingentes, denominados en moneda nacional o en UDIs, los microcréditos, así como los intereses que generen, otorgados a sus socios que sean personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.1_Cartera_Socaps	Suma de la cartera de las Sociedades cooperativas de ahorro y préstamo (Socaps) destinada al consumo, a la vivienda y a empresas del sector privado.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.2.1_Consumo	Se refiere los créditos directos, incluyendo los de liquidez que no cuenten con garantía de inmuebles, denominados en moneda nacional o en unidades de inversión, así como los intereses que generen, otorgados a personas físicas, derivados de operaciones de créditos personales y de créditos para la adquisición de bienes de consumo duradero, incluyendo aquellos créditos otorgados para tales efectos a los exempleados de las Entidades.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.2.2_Vivienda	Se refiere los créditos directos denominados en moneda nacional o en unidades de inversión, así como los intereses que generen, otorgados a personas físicas y destinados a la adquisición, construcción, remodelación o mejoramiento de la vivienda sin propósito de especulación comercial; incluyendo aquellos créditos de liquidez garantizados por la vivienda del acreditado, y los otorgados para tales efectos a los exempleados de las Entidades.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.2.3_Comercial	Se refiere los créditos directos o contingentes denominados en moneda nacional o en unidades de inversión, así como los intereses que generen, otorgados a personas morales o personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10.2_Cartera_Sofipos	Suma de la cartera de las Sociedades financieras populares (Sofipos) destinada al consumo, a la vivienda y a empresas del sector privado.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.10._Cartera_Socaps_y_Sofipos	Suma de la cartera de Socaps y Sofipos.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.11._Uniones_de_crédito	Se refiere al financiamiento otorgado a los socios del intermediario financiero, los cuales pueden ser personas morales y personas físicas con actividad económica.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.12._Infonavit	Se refiere a la cartera de crédito a la vivienda del Instituto del Fondo Nacional de la Vivienda para los Trabajadores (Infonavit). Incluye cartera bursatilizada.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.13._Fovissste	Se refiere a la cartera de crédito a la vivienda del Fondo de la Vivienda del ISSSTE (Fovissste). Incluye cartera bursatilizada.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.14._Infonacot	Se refiere a la cartera de crédito al consumo del Instituto del Fondo Nacional para el Consumo de los Trabajadores (Infonacot).	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.1.1.Consumo	Se refiere a los créditos directos, incluyendo los de liquidez que no cuenten con garantía de inmuebles, denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas físicas, derivados de operaciones de tarjeta de crédito, de créditos personales, de créditos para la adquisición de bienes de consumo duradero (conocidos como ABCD), que contempla entre otros al crédito automotriz y las operaciones de arrendamiento financiero que sean celebradas con personas físicas; incluyendo aquellos créditos otorgados para tales efectos a los exempleados de las Instituciones.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.1.2.Vivienda	Se refiere a los créditos directos denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas físicas y destinados a la adquisición, construcción, remodelación o mejoramiento de la vivienda sin propósito de especulación comercial; incluyendo aquellos créditos de liquidez garantizados por la vivienda del acreditado y los otorgados para tales efectos a los exempleados de las Instituciones.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.1.3.Comercial	Se refiere a los créditos directos o contingentes, incluyendo créditos puente denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas morales o personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.1.Cartera_Banca_de_Desarrollo_Sector_Privado	Suma de los créditos al consumo, vivienda y comercial otorgados por la banca de desarrollo.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.2.1.Gobierno_Federal_(GF)	Se refiere a los créditos otorgados al Gobierno Federal.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.2.2.Estados_y_Municipios_(EyM)	Se refiere a los créditos concedidos a Entidades Federativas y Municipios.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.2.3._Organismos_descentralizados_y_desconcentrados_sin_garantía_de_GF_o_EyM	Se refiere a los créditos otorgados a Organismos descentralizados y desconcentrados sin garantía del Gobierno Federal o Estados y Municipios. Derivado de la Reforma Financiera de 2013, Pemex y CFE cambiaron su régimen administrativo de Organismos descentralizados a empresas productivas del estado (publicado en el DOF el 20 de diciembre de 2013). Sin embargo, para dar continuidad al rubro 1.2.2.3, los créditos dados a ambas empresas se siguieron contabilizando.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.2.Cartera_Banca_de_Desarrollo_Sector_Público	Suma de los créditos otorgados al Gobierno Federal, Estados, Municipios y Organismos descentralizados y desconcentrados (incluye a las empresas productivas del estado) por la banca de desarrollo.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.2.Cartera_Banca_de_Desarrollo	Suma de la cartera de la banca de desarrollo otorgada al sector privado y al sector público.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.3.1.1.Consumo	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.3.1.2.Vivienda	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.3.1.3.Comercial	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.3.1.Cartera_Sofoles_Sector_Privado	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.3.2.Cartera_Sofoles_Sector_Público	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.3._Cartera_Sofoles	Desde septiembre de 2013, no se incluye información de las Sociedades financieras de objeto limitado (Sofoles) debido a que dichas figuras dejaron de operar a mediados de ese año, como resultado del proceso de desregulación que se inició con los cambios incorporados a la Ley General de Organizaciones y Actividades Auxiliares del Crédito y a la Ley de Instituciones de Crédito en 2006 (publicados en el DOF el 18 de julio de 2006).	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.4.1.1._Consumo	Se refiere a los créditos directos, incluyendo los de liquidez que no cuenten con garantía de inmuebles, denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas físicas, derivados de operaciones de tarjeta de crédito, de créditos personales, de créditos para la adquisición de bienes de consumo duradero (conocidos como ABCD), que contempla entre otros al crédito automotriz y las operaciones de arrendamiento financiero que sean celebradas con personas físicas; incluyendo aquellos créditos otorgados para tales efectos a los exempleados de las Instituciones.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.4.1.2._Vivienda	Se refiere a los créditos directos denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas físicas y destinados a la adquisición, construcción, remodelación o mejoramiento de la vivienda sin propósito de especulación comercial; incluyendo aquellos créditos de liquidez garantizados por la vivienda del acreditado y los otorgados para tales efectos a los exempleados de las Instituciones.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.4.1.3._Comercial	Se refiere a los créditos directos o contingentes, incluyendo créditos puente denominados en moneda nacional, extranjera, en UDIs (unidades de inversión), o en VSM (veces salario mínimo), así como los intereses que generen, otorgados a personas morales o personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.4.1._Cartera_Sofomes_entidades_reguladas_Sector_Privado	Suma de los créditos al consumo, vivienda y comercial otorgados por las Sociedades Financieras de Objeto Múltiple (Sofomes) reguladas.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.4.2._Cartera_Sofomes_entidades_reguladas_Sector_Público	Se refiere a los créditos otorgados a entidades gubernamentales, incluyendo al Gobierno Federal, Estados, Municipios, Organismos descentralizados o desconcentrados y empresas productivas del estado.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.4._Cartera_Sofomes_entidades_reguladas	Suma de la cartera de las Sociedades financieras de objeto múltiple (Sofomes) reguladas otorgada al sector privado y al sector público. Se presenta la información de las Sofomes reguladas que no son subsidiarias de instituciones de banca múltiple.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.5.1.1._Consumo	Se refiere a la suma del saldo de los créditos de nómina, créditos personales, créditos de auto y tarjetas de crédito reportados a CONDUSEF.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.5.1.2._Vivienda	Se refiere a la suma del saldo de los créditos de vivienda reportados a CONDUSEF.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.5.1.3._Comercial	Se refiere a la suma del saldo de los créditos simples, créditos en cuenta corriente, crédito refaccionario, factoraje financiero, arrendamiento financiero, crédito de habilitación o avío y créditos quirografarios reportados a CONDUSEF.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.5.1._Cartera_Sofomes_entidades_no_reguladas_Sector_Privado	Suma de los créditos al consumo, vivienda y comercial, denominados en pesos, dólares y UDIs (unidades de inversión), otorgados por las Sofomes no reguladas.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.5.2._Cartera_Sofomes_entidades_no_reguladas_Sector_Público	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.5._Cartera_Sofomes_entidades_no_reguladas	Suma de la cartera de las Sociedades financieras de objeto múltiple (Sofomes) no reguladas otorgada al sector privado y al sector público. Antes de 2016, la información de la cartera de crédito comercial, de vivienda y de consumo proviene de las Sofomes no reguladas listadas en bolsa de valores. De 2016 en adelante, se consideran los datos de cartera que las instituciones reportan a la Comisión Nacional para la Defensa de los Usuarios del Sistema Financiero (CONDUSEF).	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.6.1.1.Consumo	Se refiere a los montos de los contratos de arrendamiento denominados en moneda nacional, extranjera o en UDIs, así como los intereses que generen, celebrados con personas físicas para la adquisición de bienes de consumo duradero.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.6.1.2.Comercial	Se refiere a los montos de los contratos de arrendamiento denominados en moneda nacional, extranjera o en unidades de inversión (UDIs), así como los intereses que generen, celebrados con personas morales o personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.6.1.Cartera_Arrendadoras_Sector_Privado	Suma de los créditos al consumo y comercial otorgados por las arrendadoras financieras.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.6.2.Cartera_Arrendadoras_Sector_Público	Se refiere a los montos de los contratos celebrados con Estados, Municipios y sus Organismos descentralizados, así como aquéllos a cargo del Gobierno Federal o con garantía expresa de la Federación, registrados ante la Dirección General de Crédito Público de la Secretaría de Hacienda y Crédito Público y del Banco de México.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.6.Cartera_Total_Arrendadoras_Financieras	Suma de la cartera de las arrendadoras financieras otorgada al sector privado y al sector público. Desde septiembre de 2013, no se incluye información de las arrendadoras financieras debido a que dichas figuras dejaron de operar a mediados de ese año, como resultado del proceso de desregulación que se inició con los cambios incorporados a la Ley General de Organizaciones y Actividades Auxiliares del Crédito y a la Ley de Instituciones de Crédito en 2006 (publicados en el DOF el 18 de julio de 2006).	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.7.1.Comercial	Se refiere al monto de los contratos de factoraje financiero denominados en moneda nacional, extranjera o en unidades de inversión, así como los intereses que generen, celebrados con personas morales o personas físicas con actividad empresarial.	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.7.Cartera_Total_Factoraje_Sector_Privado	Desde septiembre de 2013, no se incluye información de las empresas de factoraje financiero debido a que dichas figuras dejaron de operar a mediados de ese año, como resultado del proceso de desregulación que se inició con los cambios incorporados a la Ley General de Organizaciones y Actividades Auxiliares del Crédito y a la Ley de Instituciones de Crédito en 2006 (publicados en el DOF el 18 de julio de 2006).	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx	651e0d17f27e	ADQ15_CNBV_AhorroFinanciero_Financiamiento	NO_DETERMINADO	Financiamiento	1.8.1.Comercial	-	INSPECT_FD_XLSX	PRESENTE_EN_DATA_RAW
